Transaction ID,Date of Travel,Company,City,KM Travelled,Price Charged,Cost of Trip
10001456,42386,Pink Cab,LOS ANGELES CA,5.7,100.08,62.7
10001457,42385,Pink Cab,LOS ANGELES CA,12.98,227.91,142.78
10001458,42383,Pink Cab,LOS ANGELES CA,1.9,27.55,19.38
10001459,42378,Pink Cab,LOS ANGELES CA,34.88,728.8,355.776
10001460,42379,Pink Cab,LOS ANGELES CA,2.08,41.51,22.048
10001461,42379,Pink Cab,LOS ANGELES CA,43.7,865.58,471.96
10001462,42384,Pink Cab,LOS ANGELES CA,5.94,96.64,65.34
10001463,42379,Pink Cab,LOS ANGELES CA,11.8,238.14,140.42
10001464,42385,Pink Cab,LOS ANGELES CA,38.61,659.28,444.015
10001465,42378,Pink Cab,LOS ANGELES CA,18.88,390.51,198.24
10001466,42383,Pink Cab,LOS ANGELES CA,6.42,98.25,66.126
10001467,42382,Pink Cab,LOS ANGELES CA,20.06,313.45,224.672
10001468,42383,Pink Cab,LOS ANGELES CA,28.8,426.82,308.16
10001469,42383,Pink Cab,LOS ANGELES CA,42.9,663.42,510.51
10001470,42383,Pink Cab,LOS ANGELES CA,9.8,154.71,98
10001471,42381,Pink Cab,LOS ANGELES CA,17.46,261.57,199.044
10001472,42379,Pink Cab,LOS ANGELES CA,37,739.19,425.5
10001473,42386,Pink Cab,LOS ANGELES CA,19.95,324.58,231.42
10001474,42384,Pink Cab,LOS ANGELES CA,6.12,96.61,73.44
10001475,42383,Pink Cab,LOS ANGELES CA,30.16,461.55,343.824
10001476,42378,Pink Cab,LOS ANGELES CA,45.24,849.37,456.924
10001477,42386,Pink Cab,LOS ANGELES CA,7.42,112.36,85.33
10001478,42379,Pink Cab,LOS ANGELES CA,37.4,755.19,403.92
10001479,42386,Pink Cab,LOS ANGELES CA,7.98,120.83,94.962
10001480,42379,Pink Cab,LOS ANGELES CA,22.44,444.08,249.084
10001481,42385,Pink Cab,LOS ANGELES CA,11.5,187.1,125.35
10001482,42378,Pink Cab,LOS ANGELES CA,22.66,469.79,265.122
10001483,42383,Pink Cab,LOS ANGELES CA,15.75,274.01,162.225
10001484,42383,Pink Cab,LOS ANGELES CA,16.8,276.04,176.4
10001485,42382,Pink Cab,LOS ANGELES CA,22.8,370.95,243.96
10001486,42382,Pink Cab,LOS ANGELES CA,16.64,284.13,171.392
10001487,42378,Pink Cab,LOS ANGELES CA,43.29,773.22,458.874
10001488,42387,Pink Cab,LOS ANGELES CA,5.2,84.6,53.04
10001489,42378,Pink Cab,LOS ANGELES CA,27.6,521.52,325.68
10001490,42383,Pink Cab,LOS ANGELES CA,30.07,455.33,348.812
10001491,42384,Pink Cab,LOS ANGELES CA,26.64,416.26,298.368
10001492,42385,Pink Cab,LOS ANGELES CA,36.72,556.02,425.952
10001493,42383,Pink Cab,LOS ANGELES CA,34.22,501.63,369.576
10001494,42384,Pink Cab,LOS ANGELES CA,39,640.81,456.3
10001495,42379,Pink Cab,MIAMI FL,7.2,107.34,78.48
10001496,42386,Pink Cab,MIAMI FL,43.32,534.92,467.856
10001497,42378,Pink Cab,MIAMI FL,25.5,331.07,270.3
10001498,42385,Pink Cab,NASHVILLE TN,5.95,114.58,60.69
10001499,42378,Pink Cab,NASHVILLE TN,22.61,518.14,253.232
10001500,42379,Pink Cab,NASHVILLE TN,36.58,886.72,391.406
10001501,42378,Pink Cab,NEW YORK NY,4.04,57.67,46.46
10001502,42380,Pink Cab,NEW YORK NY,12.96,163.47,149.04
10001503,42378,Pink Cab,NEW YORK NY,42.94,682.6,498.104
10001504,42378,Pink Cab,NEW YORK NY,23.94,373.58,284.886
10001505,42379,Pink Cab,NEW YORK NY,7.77,122.38,87.024
10001506,42378,Pink Cab,NEW YORK NY,15.68,226.62,183.456
10001507,42384,Pink Cab,NEW YORK NY,4.04,55.2,44.036
10001508,42386,Pink Cab,NEW YORK NY,45.22,564.43,456.722
10001509,42379,Pink Cab,NEW YORK NY,19.62,284.59,215.82
10001510,42383,Pink Cab,NEW YORK NY,33.04,421.08,379.96
10001511,42384,Pink Cab,NEW YORK NY,18.36,248.46,205.632
10001512,42386,Pink Cab,NEW YORK NY,6.78,83.74,76.614
10001513,42387,Pink Cab,NEW YORK NY,5.45,74.47,57.225
10001514,42379,Pink Cab,NEW YORK NY,18.08,279.86,186.224
10001515,42381,Pink Cab,NEW YORK NY,33.66,411.29,350.064
10001516,42378,Pink Cab,NEW YORK NY,18.7,262.2,194.48
10001517,42384,Pink Cab,NEW YORK NY,40.33,535.18,475.894
10001518,42383,Pink Cab,NEW YORK NY,8.64,112.38,89.856
10001519,42386,Pink Cab,NEW YORK NY,15.54,187.84,172.494
10001520,42387,Pink Cab,NEW YORK NY,17.64,254.94,178.164
10001521,42386,Pink Cab,NEW YORK NY,29.58,419.73,352.002
10001522,42379,Pink Cab,NEW YORK NY,27.84,422.22,334.08
10001523,42378,Pink Cab,NEW YORK NY,39.2,543.67,435.12
10001524,42378,Pink Cab,NEW YORK NY,10.08,168.99,104.832
10001525,42378,Pink Cab,NEW YORK NY,15.2,238.61,182.4
10001526,42382,Pink Cab,NEW YORK NY,3,40.99,33
10001527,42379,Pink Cab,NEW YORK NY,40.7,705.86,459.91
10001528,42378,Pink Cab,NEW YORK NY,20.79,323.2,234.927
10001529,42378,Pink Cab,NEW YORK NY,40.12,660.75,425.272
10001530,42379,Pink Cab,NEW YORK NY,25.2,392.18,297.36
10001531,42386,Pink Cab,NEW YORK NY,10.08,127.14,106.848
10001532,42384,Pink Cab,NEW YORK NY,22.66,285.81,267.388
10001533,42386,Pink Cab,NEW YORK NY,18.36,255.7,190.944
10001534,42379,Pink Cab,NEW YORK NY,28.5,485.29,287.85
10001535,42384,Pink Cab,ORANGE COUNTY,39.2,587.82,446.88
10001536,42379,Pink Cab,ORANGE COUNTY,39,783.04,425.1
10001537,42378,Pink Cab,ORANGE COUNTY,13.68,268.41,136.8
10001538,42378,Pink Cab,PHOENIX AZ,41.3,761.68,417.13
10001539,42384,Pink Cab,PHOENIX AZ,40.68,625.21,463.752
10001540,42379,Pink Cab,PHOENIX AZ,31.32,621.25,313.2
10001541,42378,Pink Cab,SACRAMENTO CA,47.6,540.72,480.76
10001542,42388,Pink Cab,SACRAMENTO CA,28.28,296.76,316.736
10001543,42384,Pink Cab,SACRAMENTO CA,14.04,144.58,154.44
10001544,42387,Pink Cab,SAN DIEGO CA,12.21,150.97,126.984
10001545,42387,Pink Cab,SAN DIEGO CA,44.03,619.71,444.703
10001546,42386,Pink Cab,SAN DIEGO CA,24.61,356.09,287.937
10001547,42383,Pink Cab,SAN DIEGO CA,10.8,134.96,127.44
10001548,42381,Pink Cab,SAN DIEGO CA,9.36,132.97,93.6
10001549,42378,Pink Cab,SAN DIEGO CA,27.55,460.96,308.56
10001550,42379,Pink Cab,SAN DIEGO CA,16.1,241.93,185.15
10001551,42381,Pink Cab,SAN DIEGO CA,21.6,286.96,237.6
10001552,42382,Pink Cab,SAN DIEGO CA,18.24,230.33,184.224
10001553,42382,Pink Cab,SAN DIEGO CA,6.12,88.55,68.544
10001554,42378,Pink Cab,SAN DIEGO CA,6.36,103.54,68.688
10001555,42381,Pink Cab,SAN DIEGO CA,12.98,163.91,155.76
10001556,42385,Pink Cab,SAN DIEGO CA,33.33,469.11,359.964
10001557,42383,Pink Cab,SAN DIEGO CA,16.8,240.87,181.44
10001558,42379,Pink Cab,SAN DIEGO CA,24.86,399.08,248.6
10001559,42381,Pink Cab,SAN DIEGO CA,36.75,473.74,418.95
10001560,42382,Pink Cab,SAN DIEGO CA,34.32,464.98,360.36
10001561,42386,Pink Cab,SAN DIEGO CA,7.2,94.71,81.36
10001562,42382,Pink Cab,SAN DIEGO CA,27.12,367.44,301.032
10001563,42378,Pink Cab,SAN DIEGO CA,19.72,301.91,211.004
10001564,42387,Pink Cab,SAN DIEGO CA,17.85,251.23,199.92
10001565,42378,Pink Cab,SAN DIEGO CA,13.78,186.77,161.226
10001566,42383,Pink Cab,SAN DIEGO CA,6.12,86.94,72.828
10001567,42381,Pink Cab,SAN DIEGO CA,30.16,404.66,337.792
10001568,42382,Pink Cab,SAN DIEGO CA,24,306.22,264
10001711,42381,Pink Cab,SEATTLE WA,14,125.33,162.4
10001712,42383,Pink Cab,SEATTLE WA,29.76,226.57,348.192
10001713,42385,Pink Cab,SEATTLE WA,29.4,250.89,294
10001714,42383,Pink Cab,SEATTLE WA,23.52,204.64,258.72
10001715,42384,Pink Cab,SEATTLE WA,20.23,154.02,224.553
10001716,42378,Pink Cab,SEATTLE WA,29.97,266.28,353.646
10001717,42378,Pink Cab,SEATTLE WA,30.8,295.45,338.8
10001718,42379,Pink Cab,SEATTLE WA,9.12,83.5,101.232
10001719,42379,Pink Cab,SEATTLE WA,23.31,212.96,263.403
10001720,42384,Pink Cab,SEATTLE WA,26.46,212.51,306.936
10001721,42381,Pink Cab,SEATTLE WA,6,50.7,64.8
10001722,42383,Pink Cab,SEATTLE WA,20.71,190.59,215.384
10001723,42383,Pink Cab,SEATTLE WA,28,222.54,336
10001724,42381,Pink Cab,SEATTLE WA,25.2,196.07,269.64
10001725,42383,Pink Cab,SEATTLE WA,20.4,187.74,214.2
10001726,42385,Pink Cab,SEATTLE WA,18.7,140.8,187
10001727,42385,Pink Cab,SILICON VALLEY,22.05,320.6,251.37
10001728,42378,Pink Cab,SILICON VALLEY,9.7,140.1,104.76
10001729,42378,Pink Cab,SILICON VALLEY,37.37,584.35,418.544
10001730,42381,Pink Cab,SILICON VALLEY,29.7,415.53,353.43
10001731,42384,Pink Cab,SILICON VALLEY,28.6,356.99,308.88
10001732,42379,Pink Cab,SILICON VALLEY,35.89,600.99,391.201
10001733,42384,Pink Cab,SILICON VALLEY,11.22,158.52,115.566
10001734,42384,Pink Cab,SILICON VALLEY,37.62,510.86,417.582
10001735,42386,Pink Cab,SILICON VALLEY,36.96,517.11,439.824
10001736,42380,Pink Cab,SILICON VALLEY,11.88,149.92,131.868
10001737,42386,Pink Cab,TUCSON AZ,9.27,112.43,94.554
10001738,42383,Pink Cab,TUCSON AZ,39,571.77,401.7
10001739,42379,Pink Cab,WASHINGTON DC,42,431.08,466.2
10001740,42379,Pink Cab,WASHINGTON DC,36.1,396.2,375.44
10001741,42384,Pink Cab,WASHINGTON DC,10.45,102.1,106.59
10001742,42386,Pink Cab,WASHINGTON DC,21.85,184.75,222.87
10001743,42387,Pink Cab,WASHINGTON DC,13.65,124.39,158.34
10001744,42378,Pink Cab,WASHINGTON DC,33.6,324.6,356.16
10001745,42384,Pink Cab,WASHINGTON DC,2.94,26.52,33.222
10001746,42387,Pink Cab,WASHINGTON DC,10.71,104.64,112.455
10001747,42386,Pink Cab,WASHINGTON DC,22.8,224.91,262.2
10001748,42383,Pink Cab,WASHINGTON DC,33.66,325.71,360.162
10001749,42387,Pink Cab,WASHINGTON DC,24.25,232.38,242.5
10001750,42378,Pink Cab,WASHINGTON DC,3.12,36.43,31.824
10001751,42388,Yellow Cab,ATLANTA GA,21.56,387.82,292.3536
10001752,42380,Yellow Cab,ATLANTA GA,9.28,190.52,112.4736
10001753,42381,Yellow Cab,ATLANTA GA,6.6,126.46,82.368
10001754,42386,Yellow Cab,ATLANTA GA,37.62,735.55,483.0408
10001755,42383,Yellow Cab,ATLANTA GA,25.65,491.48,341.658
10001756,42383,Yellow Cab,ATLANTA GA,24.57,475.59,347.9112
10001757,42383,Yellow Cab,ATLANTA GA,21.06,440.59,260.3016
10001758,42384,Yellow Cab,ATLANTA GA,21.21,431.29,292.698
10001759,42379,Yellow Cab,ATLANTA GA,2.04,45.63,24.48
10001760,42385,Yellow Cab,ATLANTA GA,9.45,201.4,130.41
10001761,42385,Yellow Cab,ATLANTA GA,2.26,42.86,29.2896
10001762,42378,Yellow Cab,ATLANTA GA,20.58,509.02,279.0648
10001763,42385,Yellow Cab,ATLANTA GA,21.24,386.22,272.7216
10001764,42386,Yellow Cab,ATLANTA GA,17.12,348.12,217.7664
10001765,42382,Yellow Cab,ATLANTA GA,19.4,379.31,270.048
10001766,42378,Yellow Cab,ATLANTA GA,22.88,477.42,274.56
10001767,42378,Yellow Cab,ATLANTA GA,4.6,111.76,61.272
10001768,42379,Yellow Cab,ATLANTA GA,14.3,320.59,199.056
10001769,42386,Yellow Cab,AUSTIN TX,11.77,215.58,162.426
10001770,42383,Yellow Cab,AUSTIN TX,23.75,390.28,302.1
10001771,42379,Yellow Cab,AUSTIN TX,26.5,532.63,343.44
10001772,42385,Yellow Cab,AUSTIN TX,44.03,821.51,591.7632
10001773,42379,Yellow Cab,AUSTIN TX,35.34,627.55,453.7656
10001774,42379,Yellow Cab,BOSTON MA,3.45,64.75,46.368
10001775,42382,Yellow Cab,BOSTON MA,15.96,239.6,212.5872
10001776,42384,Yellow Cab,BOSTON MA,37,549.97,532.8
10001777,42386,Yellow Cab,BOSTON MA,16.1,258.46,195.132
10001778,42379,Yellow Cab,BOSTON MA,6.24,115.12,87.6096
10001779,42379,Yellow Cab,BOSTON MA,46.02,797.59,568.8072
10001780,42383,Yellow Cab,BOSTON MA,26.91,383.99,364.8996
10001781,42382,Yellow Cab,BOSTON MA,7.7,125.9,96.096
10001782,42387,Yellow Cab,BOSTON MA,43.68,655.75,602.784
10001783,42378,Yellow Cab,BOSTON MA,28.56,546.35,370.1376
10001784,42384,Yellow Cab,BOSTON MA,18,248.82,254.88
10001785,42382,Yellow Cab,BOSTON MA,26.45,377.43,368.184
10001786,42382,Yellow Cab,BOSTON MA,28.56,424.52,394.128
10001787,42379,Yellow Cab,BOSTON MA,15,266.88,190.8
10001788,42381,Yellow Cab,BOSTON MA,24.57,376.17,315.4788
10001789,42385,Yellow Cab,BOSTON MA,41.44,585.17,591.7632
10001790,42384,Yellow Cab,BOSTON MA,31.68,452.06,433.3824
10001791,42378,Yellow Cab,BOSTON MA,46.41,794.7,612.612
10001792,42379,Yellow Cab,BOSTON MA,9.63,171.45,134.0496
10001793,42387,Yellow Cab,BOSTON MA,22.88,343.49,296.5248
10001794,42385,Yellow Cab,BOSTON MA,5.25,83.5,73.08
10001795,42378,Yellow Cab,BOSTON MA,30.42,542.05,375.9912
10001796,42383,Yellow Cab,BOSTON MA,30.51,417.22,410.0544
10001797,42381,Yellow Cab,BOSTON MA,25.65,400.33,329.346
10001798,42387,Yellow Cab,BOSTON MA,7.21,99.67,102.9588
10001799,42379,Yellow Cab,BOSTON MA,9.2,153.6,114.816
10001800,42382,Yellow Cab,BOSTON MA,15.45,231.95,196.524
10001801,42379,Yellow Cab,BOSTON MA,17.1,293.57,227.772
10001802,42388,Yellow Cab,BOSTON MA,26.88,387.56,338.688
10001803,42378,Yellow Cab,BOSTON MA,31.92,544.87,406.0224
10001804,42379,Yellow Cab,BOSTON MA,35,598.28,483
10001805,42383,Yellow Cab,BOSTON MA,14.98,211.53,183.3552
10001806,42379,Yellow Cab,BOSTON MA,21.34,322.59,268.884
10001807,42383,Yellow Cab,BOSTON MA,20.06,277.3,269.6064
10001808,42385,Yellow Cab,BOSTON MA,34.92,545,444.1824
10001809,42386,Yellow Cab,BOSTON MA,27.54,438.01,337.0896
10001810,42383,Yellow Cab,BOSTON MA,33.64,550.03,456.1584
10001811,42388,Yellow Cab,BOSTON MA,10.5,157.63,133.56
10001812,42382,Yellow Cab,BOSTON MA,16.96,239.49,225.9072
10001813,42379,Yellow Cab,BOSTON MA,32.64,543.87,403.4304
10001814,42384,Yellow Cab,BOSTON MA,22.54,318.28,319.1664
10001815,42379,Yellow Cab,BOSTON MA,39.9,685.83,493.164
10001816,42386,Yellow Cab,BOSTON MA,4.56,69.81,54.72
10001817,42378,Yellow Cab,BOSTON MA,3.18,61.31,42.3576
10001818,42379,Yellow Cab,BOSTON MA,29.25,479.12,417.69
10001819,42379,Yellow Cab,BOSTON MA,34.32,574,440.6688
10001820,42378,Yellow Cab,BOSTON MA,23.69,412.55,318.3936
10001821,42381,Yellow Cab,BOSTON MA,24.61,332.88,333.7116
10001822,42386,Yellow Cab,BOSTON MA,19.6,262.2,237.552
10001823,42384,Yellow Cab,BOSTON MA,4.68,64,56.16
10001824,42378,Yellow Cab,BOSTON MA,8.96,146.77,123.648
10001825,42384,Yellow Cab,BOSTON MA,2.36,32.97,30.8688
10001826,42382,Yellow Cab,BOSTON MA,15.34,237.13,219.0552
10001827,42384,Yellow Cab,BOSTON MA,30.94,436.9,415.8336
10001828,42385,Yellow Cab,BOSTON MA,25.65,381.26,369.36
10001829,42385,Yellow Cab,BOSTON MA,34,495.27,432.48
10001830,42383,Yellow Cab,BOSTON MA,5.85,90.43,82.134
10001831,42383,Yellow Cab,BOSTON MA,42,593.08,554.4
10001832,42386,Yellow Cab,BOSTON MA,3,42.81,37.08
10001833,42382,Yellow Cab,BOSTON MA,6.36,100.21,83.1888
10001834,42378,Yellow Cab,BOSTON MA,33.04,572.73,428.1984
10001835,42379,Yellow Cab,CHICAGO IL,21.56,541.27,302.7024
10001836,42385,Yellow Cab,CHICAGO IL,28.13,535.01,347.6868
10001837,42380,Yellow Cab,CHICAGO IL,22.77,490.8,319.6908
10001838,42378,Yellow Cab,CHICAGO IL,6.48,150.6,90.2016
10001839,42378,Yellow Cab,CHICAGO IL,8.12,205.64,111.0816
10001840,42387,Yellow Cab,CHICAGO IL,25.3,545.34,324.852
10001841,42382,Yellow Cab,CHICAGO IL,32.19,666.64,394.0056
10001842,42378,Yellow Cab,CHICAGO IL,36.48,794.34,516.5568
10001843,42378,Yellow Cab,CHICAGO IL,41.3,1017.2,520.38
10001844,42378,Yellow Cab,CHICAGO IL,5.45,123.97,66.054
10001845,42378,Yellow Cab,CHICAGO IL,17.1,400.82,217.512
10001846,42380,Yellow Cab,CHICAGO IL,36.63,805.04,487.9116
10001847,42383,Yellow Cab,CHICAGO IL,17,330.51,222.36
10001848,42379,Yellow Cab,CHICAGO IL,29.16,751.66,384.912
10001849,42384,Yellow Cab,CHICAGO IL,11.2,253.25,145.152
10001850,42379,Yellow Cab,CHICAGO IL,6.78,171.7,92.7504
10001851,42383,Yellow Cab,CHICAGO IL,20.2,465.29,271.488
10001852,42384,Yellow Cab,CHICAGO IL,3.36,75.97,47.9808
10001853,42378,Yellow Cab,CHICAGO IL,34.41,934.55,425.3076
10001854,42379,Yellow Cab,CHICAGO IL,5.8,143.18,73.776
10001855,42386,Yellow Cab,CHICAGO IL,36.26,812.23,517.7928
10001856,42384,Yellow Cab,CHICAGO IL,35.7,814.77,479.808
10001857,42382,Yellow Cab,CHICAGO IL,38.88,821.62,489.888
10001858,42387,Yellow Cab,CHICAGO IL,15.36,344.07,188.0064
10001859,42384,Yellow Cab,CHICAGO IL,5.94,136.82,81.2592
10001860,42378,Yellow Cab,CHICAGO IL,11.88,328.63,162.5184
10001861,42385,Yellow Cab,CHICAGO IL,11.64,243.52,157.8384
10001862,42378,Yellow Cab,CHICAGO IL,40.4,919.22,552.672
10001863,42379,Yellow Cab,CHICAGO IL,7.76,191.57,96.8448
10001864,42387,Yellow Cab,CHICAGO IL,12.32,286.38,162.624
10001865,42379,Yellow Cab,CHICAGO IL,16,412.43,218.88
10001866,42384,Yellow Cab,CHICAGO IL,9.12,181.16,131.328
10001867,42378,Yellow Cab,CHICAGO IL,18.53,445.81,240.1488
10001868,42379,Yellow Cab,CHICAGO IL,17.85,426.7,233.478
10001869,42384,Yellow Cab,CHICAGO IL,2.22,45.04,29.5704
10001870,42383,Yellow Cab,CHICAGO IL,28.8,657.3,407.808
10001871,42380,Yellow Cab,CHICAGO IL,32.34,649.25,430.7688
10001872,42379,Yellow Cab,CHICAGO IL,31.61,845.01,443.8044
10001873,42386,Yellow Cab,CHICAGO IL,36.48,740.07,516.5568
10001874,42387,Yellow Cab,CHICAGO IL,43.32,952.07,519.84
10001875,42378,Yellow Cab,CHICAGO IL,29.87,688.28,408.6216
10001876,42386,Yellow Cab,CHICAGO IL,22.89,517.58,304.8948
10001877,42379,Yellow Cab,CHICAGO IL,5.2,125.54,68.64
10001878,42378,Yellow Cab,CHICAGO IL,28,668.92,393.12
10001879,42378,Yellow Cab,CHICAGO IL,34.72,891.75,499.968
10001880,42386,Yellow Cab,CHICAGO IL,17.68,388.56,243.984
10001881,42379,Yellow Cab,CHICAGO IL,42.4,958.28,569.856
10001882,42385,Yellow Cab,CHICAGO IL,25,565.29,357
10001883,42379,Yellow Cab,CHICAGO IL,26.64,631.08,326.0736
10001884,42379,Yellow Cab,CHICAGO IL,38.08,868.13,498.0864
10001885,42382,Yellow Cab,CHICAGO IL,36,791.19,432
10001886,42383,Yellow Cab,CHICAGO IL,32.13,699.35,404.838
10001887,42378,Yellow Cab,CHICAGO IL,17.64,438.08,218.0304
10001888,42385,Yellow Cab,CHICAGO IL,41.07,833.19,502.6968
10001889,42386,Yellow Cab,CHICAGO IL,6.12,137.09,80.784
10001890,42379,Yellow Cab,CHICAGO IL,13.78,342.75,185.2032
10001891,42383,Yellow Cab,CHICAGO IL,2.3,46.17,30.636
10001892,42386,Yellow Cab,CHICAGO IL,22.89,493.39,285.6672
10001893,42381,Yellow Cab,CHICAGO IL,20.06,390,281.6424
10001894,42385,Yellow Cab,CHICAGO IL,44,911.22,586.08
10001895,42386,Yellow Cab,CHICAGO IL,2.1,43.05,28.98
10001896,42383,Yellow Cab,CHICAGO IL,12.61,269.14,158.886
10001897,42378,Yellow Cab,CHICAGO IL,39.22,902.57,475.3464
10001898,42385,Yellow Cab,CHICAGO IL,37.4,814.06,520.608
10001899,42382,Yellow Cab,CHICAGO IL,35.34,814.03,479.2104
10001900,42378,Yellow Cab,CHICAGO IL,26.22,654.77,342.9576
10001901,42379,Yellow Cab,CHICAGO IL,14.04,321.32,170.1648
10001902,42383,Yellow Cab,CHICAGO IL,30.24,651.82,428.1984
10001903,42385,Yellow Cab,CHICAGO IL,44.4,1013.33,596.736
10001904,42382,Yellow Cab,CHICAGO IL,22.61,477.8,322.8708
10001905,42381,Yellow Cab,CHICAGO IL,3.45,67.07,45.54
10001906,42383,Yellow Cab,CHICAGO IL,6.66,137.93,83.1168
10001907,42383,Yellow Cab,CHICAGO IL,43.68,830.75,576.576
10001908,42379,Yellow Cab,CHICAGO IL,35.15,963.48,455.544
10001909,42378,Yellow Cab,CHICAGO IL,3.36,91.25,43.9488
10001910,42386,Yellow Cab,CHICAGO IL,47.2,937.6,566.4
10001911,42385,Yellow Cab,CHICAGO IL,33.28,632.95,455.2704
10001912,42378,Yellow Cab,CHICAGO IL,40.68,958.95,532.0944
10001913,42382,Yellow Cab,CHICAGO IL,23.52,457.27,301.9968
10001914,42386,Yellow Cab,CHICAGO IL,16.52,331.65,208.152
10001915,42387,Yellow Cab,CHICAGO IL,7.84,167.33,111.9552
10001916,42378,Yellow Cab,CHICAGO IL,2.36,54.25,30.0192
10001917,42378,Yellow Cab,CHICAGO IL,23.31,515.5,288.1116
10001918,42379,Yellow Cab,CHICAGO IL,16,346.91,205.44
10001919,42382,Yellow Cab,CHICAGO IL,41.44,884.48,537.0624
10001920,42387,Yellow Cab,CHICAGO IL,30.74,643.11,438.9672
10001921,42387,Yellow Cab,CHICAGO IL,3.8,73.88,53.352
10001922,42387,Yellow Cab,CHICAGO IL,14.4,273.87,184.896
10001923,42378,Yellow Cab,CHICAGO IL,35.34,824.48,487.692
10001924,42384,Yellow Cab,CHICAGO IL,2.2,48.82,26.928
10001925,42385,Yellow Cab,CHICAGO IL,29.16,671.68,395.4096
10001926,42380,Yellow Cab,CHICAGO IL,37.83,871.38,508.4352
10001927,42385,Yellow Cab,CHICAGO IL,17.7,411.44,212.4
10001928,42386,Yellow Cab,CHICAGO IL,13.58,275.5,177.6264
10001929,42382,Yellow Cab,CHICAGO IL,3.8,84.32,50.16
10001930,42385,Yellow Cab,CHICAGO IL,27.16,579.69,335.6976
10001931,42379,Yellow Cab,CHICAGO IL,15.82,396.9,218.316
10001932,42379,Yellow Cab,CHICAGO IL,9.44,253.75,125.7408
10001933,42379,Yellow Cab,CHICAGO IL,11.55,267.12,142.758
10001934,42378,Yellow Cab,CHICAGO IL,21.06,503.43,270.4104
10001935,42384,Yellow Cab,CHICAGO IL,30.68,622.4,434.4288
10001936,42383,Yellow Cab,CHICAGO IL,28.89,641.04,388.2816
10001937,42383,Yellow Cab,CHICAGO IL,27.44,568.27,372.0864
10001938,42384,Yellow Cab,CHICAGO IL,9.72,184.86,137.6352
10001939,42379,Yellow Cab,CHICAGO IL,25.68,537.25,348.2208
10001940,42382,Yellow Cab,CHICAGO IL,14.82,313.18,190.2888
10001941,42379,Yellow Cab,CHICAGO IL,38.4,846.7,465.408
10001942,42381,Yellow Cab,CHICAGO IL,24.2,557.43,299.112
10001943,42378,Yellow Cab,CHICAGO IL,15.75,362.16,192.78
10001944,42378,Yellow Cab,CHICAGO IL,35.02,842.55,466.4664
10001945,42378,Yellow Cab,CHICAGO IL,11.64,270.58,141.0768
10001946,42385,Yellow Cab,CHICAGO IL,38.88,821.62,480.5568
10001947,42379,Yellow Cab,CHICAGO IL,20,444.16,252
10001948,42383,Yellow Cab,CHICAGO IL,31.59,700.95,439.7328
10001949,42384,Yellow Cab,CHICAGO IL,13.32,292.74,175.824
10001950,42378,Yellow Cab,CHICAGO IL,18.88,512.76,244.6848
10001951,42385,Yellow Cab,CHICAGO IL,4.28,94.06,57.5232
10001952,42385,Yellow Cab,CHICAGO IL,42.94,871.12,556.5024
10001953,42384,Yellow Cab,CHICAGO IL,28.71,637.04,399.6432
10001954,42384,Yellow Cab,CHICAGO IL,28.34,658.78,374.088
10001955,42382,Yellow Cab,CHICAGO IL,24,522.39,308.16
10001956,42380,Yellow Cab,CHICAGO IL,19.8,410.05,270.864
10001957,42387,Yellow Cab,CHICAGO IL,35.52,780.64,490.176
10001958,42379,Yellow Cab,CHICAGO IL,30.51,720.31,410.0544
10001959,42383,Yellow Cab,CHICAGO IL,11.6,264.74,139.2
10001960,42382,Yellow Cab,CHICAGO IL,23.73,476.39,330.3216
10001961,42385,Yellow Cab,CHICAGO IL,30.94,719.21,438.1104
10001962,42385,Yellow Cab,CHICAGO IL,15.84,341.43,228.096
10001963,42384,Yellow Cab,CHICAGO IL,25.92,575.14,370.1376
10001964,42385,Yellow Cab,CHICAGO IL,20.7,393.69,278.208
10001965,42380,Yellow Cab,CHICAGO IL,33.66,689.97,411.9984
10001966,42380,Yellow Cab,CHICAGO IL,35.35,747.02,445.41
10001967,42384,Yellow Cab,CHICAGO IL,33.6,653.24,439.488
10001968,42384,Yellow Cab,CHICAGO IL,25.5,581.98,342.72
10001969,42382,Yellow Cab,CHICAGO IL,4.32,96.77,61.6896
10001970,42384,Yellow Cab,CHICAGO IL,42.84,823.83,616.896
10001971,42386,Yellow Cab,CHICAGO IL,23.1,488.15,293.832
10001972,42378,Yellow Cab,CHICAGO IL,19.89,434.61,281.6424
10001973,42386,Yellow Cab,CHICAGO IL,2.38,50.8,33.7008
10001974,42384,Yellow Cab,CHICAGO IL,33.32,718.21,455.8176
10001975,42382,Yellow Cab,CHICAGO IL,20.9,424,280.896
10001976,42384,Yellow Cab,CHICAGO IL,22.05,465.97,296.352
10001977,42378,Yellow Cab,CHICAGO IL,29.38,715.61,387.816
10001978,42379,Yellow Cab,CHICAGO IL,5.2,137.67,69.264
10001979,42384,Yellow Cab,CHICAGO IL,8.05,163.31,112.056
10001980,42383,Yellow Cab,CHICAGO IL,6.3,125.15,86.184
10001981,42383,Yellow Cab,CHICAGO IL,24.38,530.66,301.3368
10001982,42378,Yellow Cab,CHICAGO IL,14.14,347.78,173.0736
10001983,42380,Yellow Cab,CHICAGO IL,14.25,307.16,203.49
10001984,42378,Yellow Cab,CHICAGO IL,32.64,762.73,466.0992
